"","Carrier_Company_Name","Uniquely_Identified_Carrier","Source_Port","Destination_Port","Distance (Nautical_Miles)","Ship_Length (ft)","Ship_Beam (ft)","Ship_Draft (ft)","Storage_Capacity (#Conatiners)","Is_Shared"
"7758","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","20943.6420982797","1152.15891952394","123.706861340612","45.1566106920449","16090","0"
"7759","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","24901.3308734726","1074.31585361715","130.984914765225","43.4765498245422","15295","0"
"7760","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","23277.6719149947","1118.68202314829","135.980632049302","42.9278450903717","7256","0"
"7761","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","25036.8989643361","1067.20801061485","124.898786689706","44.2703657367716","14752","0"
"7762","COSCO","COS-U123453","Shanghai","Rotterdam","22900.4598079249","1141.22378933942","129.453676310473","44.5301888352029","16447","0"
"7763","Maersk","MAE-U123453","Bremerhaven","Qingdao","16606.2595356535","1199.42711406038","138.073383305425","44.6701496336287","18494","0"
"7764","COSCO","COS-U123453","Shanghai","Rotterdam","17352.2682975512","1100.10399476858","136.803395006793","44.6761536382065","16809","0"
"7765","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","21459.8651630245","980.503543248633","133.436925612716","44.8173949488599","14659","0"
"7766","CMA CGM","CMA-U123453","Tokyo","Busan","20987.1364233177","1046.53705339879","134.224097665469","44.3002312793849","15557","0"
"7767","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","19753.2834303752","968.652479938464","139.104577105841","43.6886444027128","14717","0"
"7768","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","20054.0468593687","1138.96370851784","129.932037834783","45.3060188392978","16762","0"
"7769","Maersk","MAE-U123453","Bremerhaven","Qingdao","18156.4067348465","1116.74817181076","137.208141097264","45.0419024202124","17254","0"
"7770","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","17964.5644755196","1052.6450448751","147.871623099981","45.665668665608","7898","0"
"7771","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","21687.4926806241","1074.67938059359","136.749183389668","43.7122415990783","16060","0"
"7772","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","20276.508401921","1153.01240799599","128.992421372474","45.5939970384346","16953","0"
"7773","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","17109.0410317853","1123.84204399772","128.569604958486","45.3332913802949","16376","0"
"7774","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","15080.0136041734","1162.06360910204","131.310382975845","45.0463591576123","17184","0"
"7775","Maersk","MAE-U123453","Bremerhaven","Qingdao","26147.4787144829","1116.91199164023","135.784410441112","46.426928096235","17603","0"
"7776","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","16353.9692406915","1038.01449874882","135.951895455985","42.8433914554258","15115","0"
"7777","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","20914.9537626375","1076.76902706502","133.348390276587","44.9909796444727","16150","0"
"7778","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","18661.4906616602","1106.64866142673","129.724335683399","44.8722587293131","16105","0"
"7779","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","21565.5889646988","1059.04113951721","140.40322849496","43.8852825400051","16314","0"
"7780","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","25316.5783445444","1129.41671508132","130.784123384509","45.5373214061539","7474","0"
"7781","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","15550.3148859646","1137.50914674951","134.5318965823","45.0025705593138","17217","0"
"7782","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","26657.3981866334","994.365325367544","137.926577475773","43.901148150701","15053","0"
"7783","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","18218.9734705165","1068.70649512042","126.346558265726","45.2940102312578","15290","0"
"7784","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","17132.6559409127","1022.55484053865","143.275878582411","46.5743290338301","17059","0"
"7785","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","21903.874496296","1094.44247561391","130.539803937622","45.4817146509829","16245","0"
"7786","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","23899.9774522707","1056.8290193053","138.155008275534","43.742525214316","15967","0"
"7787","CMA CGM","CMA-U123453","Tokyo","Busan","26566.4349755365","1179.39213542966","128.766762459194","44.7497944164981","16990","0"
"7788","CMA CGM","CMA-U123453","Tokyo","Busan","22330.3974926099","1077.01321340282","143.9571254803","42.9115563152834","16633","0"
"7789","Maersk","MAE-U123453","Bremerhaven","Qingdao","25669.9941159412","1194.83758470393","133.540086291825","44.5455899390126","17769","0"
"7790","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","25342.2487997543","1117.90639976971","136.92614646673","45.5283776361748","7743","0"
"7791","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","17708.4999878425","1004.15261226473","131.08583835262","42.5772224723268","14011","0"
"7792","CMA CGM","CMA-U123453","Tokyo","Busan","26248.7815099116","1011.05804737774","125.679689487051","43.735595383995","13894","0"
"7793","COSCO","COS-U123453","Shanghai","Rotterdam","23965.1045811642","987.608002006309","134.334847046148","42.9256382955004","14237","0"
"7794","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","17993.926814748","1105.07435396314","135.90908550348","45.1916264580906","16968","0"
"7795","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","19641.9928202312","1106.32983135292","134.132500905151","42.6151643635381","15810","0"
"7796","Maersk","MAE-U123453","Bremerhaven","Qingdao","22598.338994924","1166.55842480366","134.587244789208","44.4791809810407","17459","0"
"7797","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","25068.0257141311","989.345348732313","129.343604065003","46.440781379951","14857","0"
"7798","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","18458.2744258549","1032.41383280139","129.187767699452","44.3407318273812","14785","0"
"7799","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","23068.9476543479","1124.28758375347","131.972736554854","45.1545327353729","16750","0"
"7800","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","25231.3008285686","1137.7599292784","127.626199434886","45.5271044218146","7345","0"
"7801","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","25092.165255798","1090.3129065875","145.331621322967","45.7705526007163","18132","0"
"7802","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","19871.3268913887","998.395551012363","139.104344841799","42.9097922349254","14898","0"
"7803","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","22969.2813711148","1122.31482416275","131.484965542219","45.2980782556335","16711","0"
"7804","Maersk","MAE-U123453","Bremerhaven","Qingdao","24972.3234533519","1080.58330029133","131.346992597666","44.4292933943024","15765","0"
"7805","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","15394.93025654","1161.17359391064","136.795405942509","45.5938499252062","18106","0"
"7806","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","19674.1045830399","1094.53730553854","122.322956557821","43.5768613462317","14586","0"
"7807","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","25807.4699446466","1004.21177099692","130.730563151893","46.7487139100492","15343","0"
"7808","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","16657.153652329","1085.30679593328","129.722483207305","44.1486852010119","15539","0"
"7809","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","16384.8811918125","1112.86444699275","132.433303456791","47.0939301475589","17352","0"
"7810","COSCO","COS-U123453","Shanghai","Rotterdam","23850.1779967267","974.36236185953","121.769697107001","43.7075975870406","5762","0"
"7811","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","22765.402345201","1110.16822577571","145.484745419366","44.0892331043646","17802","0"
"7812","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","16074.1128429864","1185.45198978507","128.329433239525","43.328037440643","16479","0"
"7813","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","19951.2934288289","990.952179951128","140.689105322932","42.5174571850046","14819","0"
"7814","CMA CGM","CMA-U123453","Tokyo","Busan","16260.9221842792","980.543963665841","148.592403292822","43.6087944099639","15885","0"
"7815","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","19195.8163205814","1188.25203484739","130.08226509555","45.922904520669","17746","0"
"7816","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","25791.2362394482","1018.55563113582","137.344044963461","45.0489599445791","15755","0"
"7817","COSCO","COS-U123453","Shanghai","Rotterdam","17200.8479173947","976.099793995963","133.333035631398","45.088534037171","14670","0"
"7818","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","19853.3567678276","1083.66897966014","138.620056870595","42.0986769738923","15810","0"
"7819","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","23440.4200042784","1015.36916215322","133.858635527875","44.4672787333155","15110","0"
"7820","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","20293.2200629357","977.296336384024","138.648780682375","43.9162672373942","6612","0"
"7821","COSCO","COS-U123453","Shanghai","Rotterdam","22433.2551526185","1141.00913115428","129.37522200638","43.6572276516528","16112","0"
"7822","Maersk","MAE-U123453","Bremerhaven","Qingdao","18673.263510447","1150.6843901542","133.994572849254","45.9608029310099","17716","0"
"7823","CMA CGM","CMA-U123453","Tokyo","Busan","21753.9209214505","1166.32501911139","131.394351661215","44.9276850693472","17213","0"
"7824","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","17559.144361876","976.051667708671","127.333157065284","46.024287872647","14300","0"
"7825","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","19101.0979166161","1173.32828155719","142.126516048838","43.3387030213765","18068","0"
"7826","CMA CGM","CMA-U123453","Tokyo","Busan","21751.3722229935","1138.3153081045","129.215442828324","44.5056593162464","16366","0"
"7827","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","21477.2415890917","1144.91589747369","131.557002165178","45.7286854187094","17219","0"
"7828","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","20065.1790020149","1013.71227385709","138.190653995902","44.9908159203686","15756","0"
"7829","Maersk","MAE-U123453","Bremerhaven","Qingdao","19417.8736164328","1129.92492727004","131.661476175845","43.7919752898749","16287","0"
"7830","CMA CGM","CMA-U123453","Tokyo","Busan","24311.4641624596","1144.21430710005","131.430361766807","44.1373522675174","7375","0"
"7831","CMA CGM","CMA-U123453","Tokyo","Busan","18449.9769751355","1007.23456459818","122.65745555731","44.0162405346726","13595","0"
"7832","CMA CGM","CMA-U123453","Tokyo","Busan","19921.7179892678","1162.01405923464","131.261459202731","44.8772642304499","17113","0"
"7833","CMA CGM","CMA-U123453","Tokyo","Busan","26524.0775931347","1072.97172359424","140.29228277881","44.5553788058635","16767","0"
"7834","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","17677.1730633639","1046.54536841321","129.124341900139","42.9461642383726","14509","0"
"7835","Maersk","MAE-U123453","Bremerhaven","Qingdao","23786.0751861054","1065.29790742556","125.070588025665","44.9681786367864","14979","0"
"7836","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","15800.893916823","1097.09427279304","126.712032000488","43.5172688387913","15124","0"
"7837","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","15158.4578055236","1008.14316687174","134.239442748263","43.9448602833642","14868","0"
"7838","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","22006.7856097966","1161.62694634055","131.187852903777","43.5832854203079","16604","0"
"7839","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","20748.2239649165","1154.5895946282","126.730869242493","43.9195922928248","16066","0"
"7840","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","20937.7906765882","1099.8029342771","124.930106701914","43.2433323293566","6602","0"
"7841","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","25945.8666504733","993.768536654534","131.877625741622","43.9586056667121","14403","0"
"7842","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","19037.5514759403","1170.70575093734","134.432286688062","43.6338459767391","17168","0"
"7843","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","20609.4086207449","1175.31473789481","139.126681542219","46.1822849974844","18879","0"
"7844","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","20396.8427565135","1113.1320003327","134.902934596351","43.7314242409673","16417","0"
"7845","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","23827.1464180201","967.331750403391","135.113296816698","45.764722315176","14954","0"
"7846","COSCO","COS-U123453","Shanghai","Rotterdam","25869.7472569719","1091.13720460911","126.646353115316","45.5177018824122","15725","0"
"7847","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","15020.7934692409","1082.29454901535","144.65810425284","45.6915265893375","17884","0"
"7848","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","21842.5279496424","1179.60152607295","142.057244892296","43.5772907520364","18256","0"
"7849","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","18146.5861569531","1123.96969532827","133.267071500935","43.4550527999084","16273","0"
"7850","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","18051.2688415311","1136.08425971586","131.108523265837","44.5449281336737","7372","0"
"7851","COSCO","COS-U123453","Shanghai","Rotterdam","20646.2613279652","1121.26620629104","127.660135441858","43.7268051466745","15648","0"
"7852","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","17980.274792891","1107.65407841885","137.040743100616","44.386895933608","16844","0"
"7853","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","17974.1397537477","1147.58334807004","140.587805042466","44.3590718031612","17892","0"
"7854","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","26292.8140957095","1138.27883090242","137.88256081046","45.4868613199856","17848","0"
"7855","Maersk","MAE-U123453","Bremerhaven","Qingdao","21756.56415998","1103.36869237246","132.679904302593","44.553866448724","16306","0"
"7856","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","16428.2768111397","1149.94460069109","126.987570821428","44.3290221285275","16183","0"
